id,age,gender,algebra,trigo,advalgebra,anageo,diffcal,stats,intcal,advmat,numeric,vector,elxdevice,elxcirc,signals,princo,lcst,digicom,trans,micro,broadcast,control,circ1,elemag,circ2,passed
0,-0.114543002,F,1.1143551496523751,1.4126719197092867,0.748479121,0.8449313764929091,0.1567680244599965,1.4085904245475276,-0.685994341,-0.594070344,1.3887301496588271,1.4585045172041802,-1.147273417,0.651441415,-0.853444136,0.8822281099629553,1.6143782954032349,-0.726102868,-0.071898838,-0.756319745,-1.353242413,0.3826373825787815,0.9305415914315353,0.3671893038005636,0.45273755663344684,1
1,-0.555093011,F,-1.215307184,0.30033182545000603,-0.403027219,-0.637404372,-0.668326841,-0.093906028,-1.543487266,-0.977341534,-0.15430335,0.7237415362448956,-1.523428635,-1.64776358,-1.231074284,-0.751527649,1.6143782954032349,1.5312117482979668,-0.471336824,1.570817931301471,-0.096360915,1.1635300000864985,0.5113787124083211,-0.036315426,-1.532953481,0
2,-0.114543002,M,-0.827030128,1.4126719197092867,-0.019191772,0.47434743943461566,0.569315457,-0.093906028,0.17149858514250899,0.9390144152138638,1.3887301496588271,-1.113165916,-0.018807761,0.2682405828337713,-0.853444136,0.8822281099629553,-0.398562223,-1.478541074,1.1264151224769423,-1.144176024,1.1605205836759616,-1.179147852,1.3497044704547494,-1.650334343,0.8498757642066459,0
3,0.7665570152541008,M,0.7260780940243697,0.6711118568697663,-0.403027219,0.8449313764929091,-1.493421707,1.4085904245475276,-0.685994341,1.3222856050970733,-1.311578475,-0.745784426,0.35734745769099435,1.4178430806927924,-0.475813987,-1.568405529,0.40661398462774734,-1.478541074,0.327539149,-0.756319745,-0.096360915,-0.007808926,0.5113787124083211,1.1741987627029011,-0.341538859,1
4,1.207107024020826,M,1.5026322052803807,1.4126719197092867,1.5161500142010005,-0.637404372,-1.080874274,-0.845154255,-1.114740803,0.9390144152138638,0.23145502494313774,-1.480547407,-0.39496298,1.0346422480731188,-0.475813987,0.8822281099629553,-0.398562223,-0.349883766,1.5258531091708933,-1.532032303,-0.934281914,0.3826373825787815,0.092215833,0.3671893038005636,1.644152179353044,0
5,0.7665570152541008,M,1.5026322052803807,-1.553568332,-1.170698112,-1.007988309,-1.493421707,-0.093906028,-0.685994341,0.555743225,1.3887301496588271,0.7237415362448956,1.1096578949351936,1.0346422480731188,1.0347066071211428,0.8822281099629553,-0.398562223,-0.726102868,-1.669650784,-1.532032303,1.5794810831979695,-0.788701544,-1.165272804,0.3671893038005636,-0.341538859,0
6,0.7665570152541008,M,-1.60358424,-1.553568332,1.1323145675678357,0.47434743943461566,-1.493421707,1.0329663113348535,0.600245048,-0.977341534,-1.311578475,0.35636004576525326,-0.39496298,0.2682405828337713,-0.853444136,0.06535023,0.40661398462774734,-1.478541074,-1.270212798,-0.756319745,0.7415600841539537,-1.569594161,-1.584435683,-0.036315426,-0.738677066,0
7,1.207107024020826,M,0.3378010383963644,0.6711118568697663,-0.019191772,-0.637404372,0.9818628900389256,0.6573421981221795,0.17149858514250899,-0.977341534,0.23145502494313774,1.0911230267245378,0.733502676,0.651441415,0.6570764585367842,0.8822281099629553,-1.20373843,-0.726102868,-1.669650784,0.4072490933003813,-1.772202913,-0.007808926,1.3497044704547494,0.3671893038005636,1.247013971779845,0
8,-1.436193029,F,1.1143551496523751,1.4126719197092867,-1.554533559,-0.637404372,1.3944103228283902,-1.220778368,0.17149858514250899,0.555743225,-0.540061725,0.35636004576525326,0.733502676,-0.881361915,0.27944630995242553,0.4737891701652909,-0.801150326,1.5312117482979668,-1.270212798,-0.368463465,0.3225995846319459,1.5539763088403569,0.9305415914315353,1.5777034921540698,-0.738677066,0
9,1.207107024020826,F,1.1143551496523751,-1.553568332,-1.554533559,1.586099250609496,0.1567680244599965,1.4085904245475276,-1.114740803,1.705556794980283,1.3887301496588271,0.7237415362448956,1.1096578949351936,-1.264562748,1.0347066071211428,0.06535023,-0.398562223,1.1549926455220536,-1.669650784,-0.368463465,-0.515321414,0.773083691,1.3497044704547494,1.1741987627029011,-0.341538859,0
